day,jhno,type,title,description,areas,url,image
2023-08-02,68,イベント,【北海道美唄市】アルテの盆踊りを開催します,"炭鉱が栄えていた頃の盆踊り「北海盆唄」で当時のまま太鼓の響きに合わせて踊ります。
アルテピアッツァ美唄「水の広場」の池と流路には、この日だけの演出、ひとつひとつみなさんに作っていただいた「ころころキャンドル」を灯します。",北海道,https://japan-heritage.bunka.go.jp/ja/news/3145/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/02/328x181_ea1e9d427fb5664c32c517a73e421e58_19ee79a83c846564970026151b1746d319c41f56.jpg
2023-08-03,73,メディア,海女さん列車が今年も運行されます！,今年も、近鉄・志摩市観光協会などとの合同企画で、観光列車「つどい」による観光臨時列車「海女さん列車」を運転します。,三重県,https://japan-heritage.bunka.go.jp/ja/news/3148/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/03/328x181_ea1e9d427fb5664c32c517a73e421e58_8d8d1ae3800c123fcaf95e0abfefead5793da216.jpg
2023-08-04,66,その他,日本風景街道・南いよ地域との連携キックオフシンポジウムが開催されました！,国東半島も入っている日本風景街道「おおいた海べの道」と「南いよ風景かいどう」の連携キックオフシンポジウムが行われ、日本遺産『鬼が仏になった里「くにさき」』の活動報告をさせていただきました。,大分県,https://japan-heritage.bunka.go.jp/ja/news/3137/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/07/31/328x181_ea1e9d427fb5664c32c517a73e421e58_8423ccc30cd42a2cbab3420ec92ddb72625aec4c.jpg
2023-08-04,63,イベント,【特別展示】和歌山県広川町の恐竜の化石,日本遺産「百世の安堵」の地、和歌山県広川町では、新たに発見された恐竜の化石を観光・地域交流センター「いなむらの杜」で特別に展示します。,和歌山県,https://japan-heritage.bunka.go.jp/ja/news/3142/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/01/328x181_ea1e9d427fb5664c32c517a73e421e58_6c25ceae4d85e4b663e5a3359688288cedf196ec.jpg
2023-08-04,68,イベント,【北海道安平町】日本遺産「炭鉄港」記念イベント「鉄路の軌跡」を開催します,日本遺産「炭鉄港」の構成文化財であるＤ51ステーションのシンボル「Ｄ51 320」。日本の近代化を石炭輸送で支えた蒸気機関車・旧追分機関区の栄光とその軌跡を振り返る鉄道イベントを開催いたします。,北海道,https://japan-heritage.bunka.go.jp/ja/news/3151/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/04/328x181_ea1e9d427fb5664c32c517a73e421e58_09224d53f920100656796d3b46ce918fae247567.png
2023-08-05,65,イベント,新たな夏の幕開けです「鞆の浦海水浴場」,,広島県,https://japan-heritage.bunka.go.jp/ja/news/3155/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/06/328x181_ea1e9d427fb5664c32c517a73e421e58_2515e2f3ed5341e6c999c11dbda03410435c8a26.jpg
2023-08-07,73,メディア,海女文化を紹介するホームページを開始しました！,日本遺産に認定されている海女を紹介するホームページができました！ここでは、海女の概要、歴史や構成文化財をはじめとした海女文化について情報発信をしています。下記リンクからご覧ください。,三重県,https://japan-heritage.bunka.go.jp/ja/news/3160/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/07/328x181_ea1e9d427fb5664c32c517a73e421e58_a7b5db49ea596acc893c8d2430608d9c0d169df6.jpg
2023-08-07,88,メディア,電線地中化用機器に桑都物語をラッピング！,八王子駅北口エリアで日本遺産の構成文化財をPR,東京都,https://japan-heritage.bunka.go.jp/ja/news/3170/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/07/328x181_ea1e9d427fb5664c32c517a73e421e58_5d32390b7eb9d903442cfe0fc69aab90f0115873.jpg
2023-08-08,33,イベント,牛馬の聖地 大山 ドリームカーフェスタ2023開催！,牛馬市が復活！？大山にフェラーリ・ランボルギーニが大集合！,鳥取県,https://japan-heritage.bunka.go.jp/ja/news/3171/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/08/328x181_ea1e9d427fb5664c32c517a73e421e58_57f88be6c24863e4e184f94a70463ef3fd6d5b68.jpg
2023-08-08,39,イベント,安宅日本遺産認定５周年記念！小松市立博物館企画展『北前船と安宅』開催中！,"本年は、平成 30 年5月に北前船寄港地・安宅が日本遺産追加認定を受けてから5周年。これを機に北前船寄港地・安宅にまつわる企画展を開催します。安宅の船主の家だった矢地与志憲家の北前船関係資料や安宅住吉神社に奉納された船絵馬など、関係資料約 30 点を展示し、北前船とその寄港地・安宅の歴史などを紹介します。
9月18日まで、小松市立博物館にて開催中です。ぜひ足をお運びください。","北海道,青森県,秋田県,山形県,新潟県,富山県,石川県,福井県,京都府,大阪府,兵庫県,鳥取県,島根県,岡山県,広島県,香川県",https://japan-heritage.bunka.go.jp/ja/news/3173/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/08/328x181_ea1e9d427fb5664c32c517a73e421e58_ab40e6bf84beb31f743c6922395213b37a8e06ae.jpg
2023-08-09,68,イベント,【北海道岩見沢市】ぷらぷらまち歩き「万字ズリ山ハイキング」,8月11日（金祝）は山の日！万字のズリ山に登りませんか？,北海道,https://japan-heritage.bunka.go.jp/ja/news/3162/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/07/328x181_ea1e9d427fb5664c32c517a73e421e58_ae01182aa65d644ae521e9c03e770a9baa356cb4.jpg
2023-08-09,68,イベント,【北海道三笠市】奔別炭鉱ゲート開放！,8月13日(日)～15日(火)は奔別炭鉱の敷地に入る事ができるゲート開放日です！,北海道,https://japan-heritage.bunka.go.jp/ja/news/3169/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/07/328x181_ea1e9d427fb5664c32c517a73e421e58_6295a4c17fa1a3456149655125042815d794a897.jpg
2023-08-09,78,メディア,土曜夜市に麒麟獅子が舞いおりる！！【鳥取本通商店街】,,鳥取県,https://japan-heritage.bunka.go.jp/ja/news/3179/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/09/328x181_ea1e9d427fb5664c32c517a73e421e58_19f202a71d76b35e77f60b27a940f333cca0597c.jpg
2023-08-10,66,その他,別府大学の学生と田染荘の未来を考える授業を行っています！,別府大学の学生たちが授業の一環で田染荘を訪れ、観光に関する現状や地域おこしに関する現状、文化財保存に関する現状を知る授業を行いました。,大分県,https://japan-heritage.bunka.go.jp/ja/news/3138/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/07/31/328x181_ea1e9d427fb5664c32c517a73e421e58_ca65ba110554428ea10e903aeb37d36a53c0d4a0.jpg
2023-08-10,68,イベント,【北海道夕張市】旧夕張市美術館収蔵作品展2023開催中！,炭鉱を描いた作品が並ぶ夕張市美術館の収蔵作品展を<拠点複合施設りすた>で展示しています。,北海道,https://japan-heritage.bunka.go.jp/ja/news/3175/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/09/328x181_ea1e9d427fb5664c32c517a73e421e58_bb2935f0be6a2670418fc42cc17b8cfba032bfbd.jpg
2023-08-10,68,イベント,【北海道安平町】「道の駅あびら周辺で炭鉄港を満喫！鉄分補給ガイドツアー」を開催します,ガイド付きミニツアー第２弾！JRヘルシーウォーキング「追分ウォーク」に合わせ「道の駅あびら周辺で炭鉄港を満喫！鉄分補給ガイドツアー」を開催します。,北海道,https://japan-heritage.bunka.go.jp/ja/news/3189/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/10/328x181_ea1e9d427fb5664c32c517a73e421e58_e443645cf03307a1ddc6e23ff864047025d97bc8.png
2023-08-10,87,その他,【笠間焼誕生250年記念】笠間焼サブスクリプションサービス,笠間焼作家の和食器を定額で利用できます,茨城県,https://japan-heritage.bunka.go.jp/ja/news/3190/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/10/328x181_ea1e9d427fb5664c32c517a73e421e58_9f6f17e2c271e00e0defea2b7e1380403bba234a.jpg
2023-08-14,58,イベント,那須野が原　旅する日本遺産　デジタルスタンプラリー開催！,認定ストーリーや構成文化財の魅力を多くの人に知ってもらうため、デジタルスタンプラリーを開催します！,栃木県,https://japan-heritage.bunka.go.jp/ja/news/3191/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/14/328x181_ea1e9d427fb5664c32c517a73e421e58_8ccea8b50b5cb4277302ea6fb9bb5ebc45c7a898.png
2023-08-15,52,イベント,しもまちスタンプラリー2023開催中！！六連島へ行ってみませんか,【しもまちスタンプラリー2023】開催中です！,"山口県,福岡県",https://japan-heritage.bunka.go.jp/ja/news/3193/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/15/328x181_ea1e9d427fb5664c32c517a73e421e58_b88a9dd7409d4d1b0d59321cad7642ff88f35649.jpg
2023-08-16,68,メディア,【北海道】ローカルプラットフォーム「Sitakke」に炭鉄港が紹介されました！,北海道で暮らす女性たちの「前向きな一歩」につながる情報をお届けするローカルプラットホーム「Sitakke」に炭鉄港が紹介されました！,北海道,https://japan-heritage.bunka.go.jp/ja/news/3197/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/16/328x181_ea1e9d427fb5664c32c517a73e421e58_f55e8d92cb0b24bae887da5e17279bf6674f34f4.jpg
2023-08-16,65,イベント,「鞆の津　八朔の馬出し」のお知らせ,"
",広島県,https://japan-heritage.bunka.go.jp/ja/news/3201/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/16/328x181_ea1e9d427fb5664c32c517a73e421e58_b0e796ec127d6ef4a79fe22a83272915f20ab49e.jpg
2023-08-17,1,イベント,〈足利市〉関東地域の「日本遺産」大集結！　に出展中です,〈足利市〉関東地域の「日本遺産」大集結！　に出展中です,"栃木県,群馬県",https://japan-heritage.bunka.go.jp/ja/news/3192/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/15/328x181_ea1e9d427fb5664c32c517a73e421e58_21fc01997781ba7b77b913a0ac11a0949da1aa00.jpg
2023-08-17,1,その他,〈日田市〉令和5年度　日本遺産公開講座　「日本遺産を歩く」　第2講を開催しました,,大分県,https://japan-heritage.bunka.go.jp/ja/news/3206/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/17/328x181_ea1e9d427fb5664c32c517a73e421e58_df792e8b477cc3cf338ff3f882828a71071bad59.jpg
2023-08-18,68,イベント,【北海道美唄市】美唄鉄道東明駅舎一般公開,今年のチャンスはあと２回！美唄市教育委員会生涯学習課では、美唄鉄道東明駅舎を一般公開しています。,北海道,https://japan-heritage.bunka.go.jp/ja/news/3205/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/16/328x181_ea1e9d427fb5664c32c517a73e421e58_1075102b2e1b46011ae15c86651fc13db04f6cfa.jpg
2023-08-20,72,イベント,【名古屋市】有松スタイル＆ランス交流会２０２３,アフタヌーンティーパーティー参加者募集中！,愛知県,https://japan-heritage.bunka.go.jp/ja/news/3176/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/10/328x181_ea1e9d427fb5664c32c517a73e421e58_02e454e9d62901f8b30d27ba8cda6799f74fc008.jpg
2023-08-22,1,その他,〈日田市〉令和5年度　日本遺産中学生英語ガイド　オリエンテーションを開催しました,,大分県,https://japan-heritage.bunka.go.jp/ja/news/3211/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/22/328x181_ea1e9d427fb5664c32c517a73e421e58_9fb995915bbfa2aa1de395d065c78a084ea95ea3.jpg
2023-08-23,68,イベント,【北海道三笠市】三笠ジオパーク野外博物館ガイドDayの実施について,9月3日（日）ジオガイドの案内で石炭の出る地層や炭鉱遺構を見学できる野外博物館ガイドDayを開催します。,北海道,https://japan-heritage.bunka.go.jp/ja/news/3216/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/22/328x181_ea1e9d427fb5664c32c517a73e421e58_4e122aa7e24e7ef59ad6a1502c3c78b3207efb9a.jpg
2023-08-23,45,イベント,日本遺産　播但貫く、銀の馬車道 鉱石の道と昭和の暮らし展,日本遺産認定までの経緯や鉱山遺産構成要素の説明、資料展示に加え、鉱山町が最盛期を迎えた昭和期当時の写真や、和田 三造 作「昭和職業絵尽」を通して昭和の暮らしを紹介します。,兵庫県,http://wadachi73.jp/event/163,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/23/328x181_ea1e9d427fb5664c32c517a73e421e58_bc8d98b23312b5cf02269899609db692030e4c2b.jpg
2023-08-23,45,イベント,第６回日本遺産「銀の馬車道・鉱石の道」サイクルトレインの運行,中播磨と但馬を結ぶ日本遺産「銀の馬車道・鉱石の道」の魅力を広く発信するため、JR播但線においてサイクルトレインを運行します。,兵庫県,http://wadachi73.jp/news/224,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/23/328x181_ea1e9d427fb5664c32c517a73e421e58_9e0d0a3855845b28c0aa54af9f02700a517d3978.jpg
2023-08-23,45,イベント,サイクルトレインフォトキャンペーンの開催,令和５年９月10日（日）に、JR播但線において開催される日本遺産「銀の馬車道・鉱石の道」のサイクルトレイン。当日は参加されるサイクリストだけではなく、沿線にお住まいの皆様にも楽しんでいただけるフォトキャンペーンを開催します！,兵庫県,http://wadachi73.jp/news/228,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/23/328x181_ea1e9d427fb5664c32c517a73e421e58_62a5d13123bd536a3f561dcc838cc33acc789ec2.jpg
2023-08-23,68,イベント,【北海道岩見沢市】「炭鉄港街歩きガイドinレールセンター」を開催します,ガイド付きミニツアー第３弾！JRヘルシーウォーキング「岩見沢ウォーク」に合わせ「炭鉄港街歩きガイドinレールセンター」を開催します。,北海道,https://japan-heritage.bunka.go.jp/ja/news/3220/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/23/328x181_ea1e9d427fb5664c32c517a73e421e58_69658867a0ec02d94c8ca20dc5f12a016b8714ed.png
2023-08-23,20,その他,＜重要＞水不足に伴う月山関係施設の対応制限等について,連日の猛暑の影響により、月山山頂の生活用水が不足していることから、現在、月山本宮での対応や、各関係施設の営業について制限措置が取られています。,山形県,https://japan-heritage.bunka.go.jp/ja/news/3222/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/23/328x181_ea1e9d427fb5664c32c517a73e421e58_5c9eba279bad53d1eae10b1715b40b2c7d78ea06.jpg
2023-08-24,1,その他,〈日田市〉令和5年度　日本遺産子どもガイド　第3回研修会を開催しました,,大分県,https://japan-heritage.bunka.go.jp/ja/news/3223/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/24/328x181_ea1e9d427fb5664c32c517a73e421e58_f94adb337d8160e24a9f8ca201e4227cb843d915.jpg
2023-08-24,104,その他,『石工の郷八代プロジェクト』事業を募集しています！,「石工の郷 八代」の魅力を発信する事業に取組んでいただく企業、団体、事業者、個人の方々を幅広く募集しています!,熊本県,https://japan-heritage.bunka.go.jp/ja/news/3229/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/24/328x181_ea1e9d427fb5664c32c517a73e421e58_5d6b3634dc8b0930fb564e13bde57ba13073981b.jpg
2023-08-24,104,イベント,日本遺産「八代を創造（たがや）した石工たちの軌跡～石工の郷に息づく石造りのレガシー～」展を開催します,日本遺産「八代を創造（たがや）した石工たちの軌跡～石工の郷に息づく石造りのレガシー～」展を開催します,熊本県,https://japan-heritage.bunka.go.jp/ja/news/3231/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/24/328x181_ea1e9d427fb5664c32c517a73e421e58_4184bec1d7e1b3ca75b162712f8b77389d31fe99.jpg
2023-08-27,1,その他,〈日田市〉日本遺産子どもガイド　第4回研修会を開催しました,,大分県,https://japan-heritage.bunka.go.jp/ja/news/3234/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/27/328x181_ea1e9d427fb5664c32c517a73e421e58_4c2f03c958fc17b258ab46db6427a98d3a369bd8.jpg
2023-08-28,66,その他,第7回　田染サミットが開催されました！,8月20日（日）、田染地域の未来を考える会議「田染サミット」が開催され、スローガン「発信から発進へ」のとおり、今までの取り組みをスタートさせるための方法をワークショップで話し合いました。,大分県,https://japan-heritage.bunka.go.jp/ja/news/3212/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/22/328x181_ea1e9d427fb5664c32c517a73e421e58_037cdf776005315c6a3e053e66ef0909c1034b5c.jpg
2023-08-28,1,イベント,日本遺産から世界遺産へ！　国際シンポジウム「海外から見た近世日本の教育遺産群」を開催します！,国際シンポジウム,茨城県,https://japan-heritage.bunka.go.jp/ja/news/3232/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/24/328x181_ea1e9d427fb5664c32c517a73e421e58_b1e3f525a5ce093cb93a8ab955f3294b3bee391c.jpg
2023-08-30,68,イベント,【北海道岩見沢市】「炭鉄港めしフェスタ」in いわみざわ情熱フェスティバル開催！,,北海道,https://japan-heritage.bunka.go.jp/ja/news/3237/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/28/328x181_ea1e9d427fb5664c32c517a73e421e58_64156f4b10142c623043a34cd255feaa6ad7d96f.png
2023-08-31,2,イベント,【9月9日】「日本遺産フェスタ＠赤岩ふれあい感謝祭」を開催します！,「日本遺産フェスタ＠赤岩ふれあい感謝祭」を開催します！,群馬県,https://japan-heritage.bunka.go.jp/ja/news/3238/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/29/328x181_ea1e9d427fb5664c32c517a73e421e58_7d58e143d2fd2f7bbc0944801a4f9680f41efd49.jpg
2023-08-31,12,その他,【鳥取県三朝町】台風7号災害に係る寄附受付について,,鳥取県,http://www.town.misasa.tottori.jp/furusato/archives/3366,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_32ad351fd667a88860af2ff150230180119d3627.jpg
2023-08-31,1,その他,〈日田市〉令和5年度　日本遺産公開講座　「日本遺産を歩く」　第3講を開催しました,,大分県,https://japan-heritage.bunka.go.jp/ja/news/3241/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_16cca1ddaf3d07e6d0661e9f49142a6a013d5ffb.jpg
2023-08-31,81,イベント,９市町連携パネル展　藍にまつわる地域の人々,令和５年度も、９つの市町が連携してパネル展を開催します。本年度は、それぞれの市町において阿波藍にゆかりのある人々をご紹介します。「藍にまつわる地域の人々」のストーリーをどうぞご覧ください。,徳島県,https://japan-heritage.bunka.go.jp/ja/news/3242/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/08/31/328x181_ea1e9d427fb5664c32c517a73e421e58_f44966378f53d3825ebcab21b9613912ff104cc7.jpg
2023-09-01,66,メディア,「日本遺産 九州沖縄連携」はじまります！,九州沖縄には１５の日本遺産があります。この度、文化庁「日本遺産魅力増進事業」を活用しての「日本遺産 九州沖縄連携」をスタートいたします。,"福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県",https://japan-heritage.bunka.go.jp/ja/news/3243/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/01/328x181_ea1e9d427fb5664c32c517a73e421e58_a524f7c03aa7a45f790e28cc7f9ffb4997931aa1.jpg
2023-09-04,52,イベント,１０月２９日まで！「門司港の煉瓦と未来展」開催のお知らせ,１０月２９日まで！「門司港の煉瓦と未来展」開催のお知らせ,福岡県,https://japan-heritage.bunka.go.jp/ja/news/3244/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/04/328x181_ea1e9d427fb5664c32c517a73e421e58_5a05ee1143fa0c81e51dea08a53f460d5a203529.jpg
2023-09-04,20,その他,「羽黒山スギ並木保全とまちづくり協議会」の活動開始について,去る８月24日に「羽黒山スギ並木保全とまちづくり協議会」の活動開始式が催行されました。,山形県,https://japan-heritage.bunka.go.jp/ja/news/3245/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/04/328x181_ea1e9d427fb5664c32c517a73e421e58_341e24bcd777c614d54a492c5c56a2bd67edde72.jpg
2023-09-04,12,その他,生きがいづくり講演会2023「創年楽校 みささ観光学科」を開催しました,,鳥取県,https://japan-heritage.bunka.go.jp/ja/news/3246/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/04/328x181_ea1e9d427fb5664c32c517a73e421e58_a3217ee89ccf858c9a9c192a3988b2df724de6b7.png
2023-09-04,12,その他,三徳山文化財構造物講演会2023「自然災害(地震・台風)から文化財建造物を守るために」を開催しました,,鳥取県,https://japan-heritage.bunka.go.jp/ja/news/3247/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/04/328x181_ea1e9d427fb5664c32c517a73e421e58_e5808ccc73e99a8d9f83ed5cbd9f03dfb2347ebc.png
2023-09-04,12,イベント,【鳥取県三朝町】三徳山《日本遺産》フォーラムを開催します！,晩秋の三徳山三佛寺本堂でフォーラムを開催します！,鳥取県,https://japan-heritage.bunka.go.jp/ja/news/3248/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/04/328x181_ea1e9d427fb5664c32c517a73e421e58_013ea1d995cbac57cc37f70901c029cbfbe30f9a.png
2023-09-05,104,イベント,企画展　日本遺産「八代を創造（たがや）した石工たちの軌跡～石工の郷に息づく石造りのレガシー～」開催中,企画展　日本遺産「八代を創造（たがや）した石工たちの軌跡～石工の郷に息づく石造りのレガシー～」開催中　10月1日まで,熊本県,https://japan-heritage.bunka.go.jp/ja/news/3249/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/05/328x181_ea1e9d427fb5664c32c517a73e421e58_c6f30f17c5e3322917ce748e82f613b152f4f18f.jpg
2023-09-07,20,イベント,秋の羽黒古道を歩いてみませんか？【第４回庄内町の小さな旅】,現在、庄内町観光協会が主催する「第４回庄内町の小さな旅　出羽三山「生まれかわりの旅」　羽黒古道を行く」の参加者を募集中です。,山形県,https://japan-heritage.bunka.go.jp/ja/news/3250/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/07/328x181_ea1e9d427fb5664c32c517a73e421e58_eef40c163ccc75c539fdb1ee0d199c3aa7d87041.png
2023-09-08,66,イベント,田染荘収穫祭が４年ぶりに開催されます！,「田染荘小崎の農村景観」として重要文化的景観にも選定されている田染小崎地区で、田染荘収穫祭が４年ぶりに開催されます！,大分県,https://japan-heritage.bunka.go.jp/ja/news/3252/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/07/328x181_ea1e9d427fb5664c32c517a73e421e58_908935992f904a6ca06f5a1aaa70f45409ff5ae8.jpg
2023-09-08,97,イベント,multi-BASEオープニングイベントで「灘の生一本」有料試飲会開催！,⼤丸神⼾店前のコンテナハウス「multi-BASE」がオープン！「灘の生一本」の有料試飲会を実施します！,兵庫県,https://japan-heritage.bunka.go.jp/ja/news/3257/,https://japan-heritage.bunka.go.jp/ja/files/images/home/noimage.jpg
2023-09-08,88,イベント,11月4・5日「日本遺産フェスティバル in 桑都・八王子」を開催します！,東日本で初めての開催です,東京都,https://japan-heritage.bunka.go.jp/ja/news/3258/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/08/328x181_ea1e9d427fb5664c32c517a73e421e58_f2347bcbd8864822ac1975446ff9693f50fee132.jpg
2023-09-08,76,メディア,楠木正成ゆかりの「楠公めし」アレンジレシピを大募集！,大阪府河内長野市ゆかりの武将・楠木正成公が考案したと伝える「楠公（なんこう）めし」をテーマにしたアレンジレシピを募集します！応募者の中から抽選でクオカードをプレゼント。応募期間：10月9日まで,大阪府,https://www.city.kawachinagano.lg.jp/soshiki/16/87968.html,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/08/328x181_ea1e9d427fb5664c32c517a73e421e58_8a51b737e232ce3a5ef8f475f6f8888571810615.jpg
2023-09-10,1,その他,〈日田市〉令和5年度　日本遺産子どもガイド　第5回研修会を開催しました,,大分県,https://japan-heritage.bunka.go.jp/ja/news/3262/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/10/328x181_ea1e9d427fb5664c32c517a73e421e58_919ca7887c24df2f170d7d41640336e8b097af9b.jpg
2023-09-11,66,その他,「九州沖縄連携」メインビジュアル　制作デザイナー大募集！（9/24締切）,九州沖縄連携のメインビジュアルを制作するにあたり、デザイナーを募集いたします！,"福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県",https://japan-heritage.bunka.go.jp/ja/news/3264/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/11/328x181_ea1e9d427fb5664c32c517a73e421e58_ad1e84c88b77e22d2b5837840a36f3568bbbbef9.jpg
2023-09-12,1,イベント,〈足利市〉史跡足利学校をオレンジカラーでライトアップ「世界アルツハイマー月間」,〈足利市〉史跡足利学校をオレンジカラーでライトアップ「世界アルツハイマー月間」,栃木県,https://japan-heritage.bunka.go.jp/ja/news/3265/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/12/328x181_ea1e9d427fb5664c32c517a73e421e58_95e6f797f3193ee6ae478fdeec534d56514b1c5c.jpg
2023-09-12,1,その他,〈日田市〉令和5年度　日本遺産公開講座　「日本遺産を歩く」　第4講を開催しました,,大分県,https://japan-heritage.bunka.go.jp/ja/news/3273/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/12/328x181_ea1e9d427fb5664c32c517a73e421e58_47611b89e6071a93e8e9bffe4e4dbd41c9df9770.jpg
2023-09-12,22,メディア,【福島県郡山市】自然・文化・食を体験する体験ツアーを開催,,福島県,https://japan-heritage.bunka.go.jp/ja/news/3275/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/12/328x181_ea1e9d427fb5664c32c517a73e421e58_0828c0fe990216a4a60cab7e889aebd8dcd016a6.jpg
2023-09-12,97,イベント,SAKENOMIYA COLLECTION 2023開催！,神戸・三宮センター街で行われる「SANNOMIYA COLLECTION（三宮コレクション）」とのコラボレーション企画第2弾！,兵庫県,https://japan-heritage.bunka.go.jp/ja/news/3278/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/12/328x181_ea1e9d427fb5664c32c517a73e421e58_eedcb716db1523fa564d41605f55a62a1c3d18d1.jpg
2023-09-13,81,イベント,吉野川市文化研修センター藍染講座作品展（令和５年度前期）,"吉野川市文化研修センターで行われている藍染講座の作品展を開催いたします。
〇開催期間　令和5年9月16日（土）～18日（月・祝）午前9時～午後5時
〇会　　場　吉野川市文化研修センター",徳島県,https://japan-heritage.bunka.go.jp/ja/news/3280/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/13/328x181_ea1e9d427fb5664c32c517a73e421e58_0af72c1625e8b7a0dee034baedc28b2c9f2b4e23.jpg
2023-09-13,65,メディア,潮待ちの町が大いににぎわう3日間,,広島県,https://japan-heritage.bunka.go.jp/ja/news/3285/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/13/328x181_ea1e9d427fb5664c32c517a73e421e58_d4dc0ace7ac0513ff5e0d81b5dfb35ccf4bffab0.jpg
2023-09-14,28,イベント,【長野・岐阜】日本遺産木曽路サミットIn馬籠 開催！,,"長野県,岐阜県",https://japan-heritage.bunka.go.jp/ja/news/3297/,https://japan-heritage.bunka.go.jp/ja/datas/cache/images/2023/09/14/328x181_ea1e9d427fb5664c32c517a73e421e58_9bff7c74cc45f89f9aa170878c7554bcb01a96ba.jpg
